qid	order	query	qld.map
701	-1	U.S. oil industry history	0.008
702	-1	Pearl farming	0.0264
702	bt_nllb_arabic	The pearl planting	0.0035
702	bt_nllb_persian	The Pearl of the Caribbean	0.0
704	-1	Green party political views	0.0489
704	bt_nllb_chinese_yue	The Green Party s political views	0.0277
704	bt_nllb_german	Political views of the Greens	0.0048
705	-1	Iraq foreign debt reduction	0.1034
705	bt_nllb_persian	Reducing Iraq s foreign debt	0.0924
705	bt_nllb_swahili	Reducing Iraq s foreign debt	0.0924
705	bt_nllb_korean	Iraq s foreign debt reduction	0.0683
705	bt_nllb_tamil	Iraq s foreign debt reduction	0.0683
705	bt_nllb_arabic	Cut the foreign debt in Iraq	0.0352
706	-1	Controlling type II diabetes	0.0321
706	bt_nllb_malay	Managing type diabetes	0.0259
706	bt_nllb_arabic	Control of type diabetes	0.0252
706	bt_nllb_chinese_yue	Control of type diabetes	0.0252
706	bt_nllb_korean	Control of type diabetes	0.0252
706	bt_nllb_persian	Control of type diabetes	0.0252
707	-1	Aspirin cancer prevention	0.2795
707	bt_nllb_chinese_yue	The anti cancer aspirin	0.2726
707	bt_nllb_tamil	Aspirin is used to prevent cancer	0.2568
707	bt_nllb_korean	Aspirin is a cancer prevention drug	0.1996
707	bt_nllb_swahili	How to fight cancer with aspirin	0.1237
707	bt_nllb_arabic	Prevention of cancer	0.0039
707	bt_nllb_persian	Spraying for cancer prevention	0.0022
708	-1	Decorative slate sources	0.1784
708	bt_nllb_swahili	The origins of the decorative slate	0.0606
708	bt_nllb_chinese_yue	Sources of the decoration of the stone tablets	0.0055
708	bt_nllb_french	Sources of decorative clay	0.0001
708	bt_nllb_arabic	Sources for the decorative pages	0.0
708	bt_nllb_german	Other articles of heading	0.0
708	bt_nllb_malay	Sources of decorative plates	0.0
708	bt_nllb_persian	Sources of fertility	0.0
708	bt_nllb_russian	The sources of decorative leaves	0.0
708	bt_nllb_tamil	The decorative silk pieces	0.0
709	-1	Horse racing jockey weight	0.6158
709	bt_nllb_german	Weight of horse racing	0.5337
709	bt_nllb_russian	Weight of the horse race	0.5337
709	bt_nllb_tamil	The weight of the horse racing team	0.4846
709	bt_nllb_persian	A joke weight in a horse race	0.4674
709	bt_nllb_malay	Heavy jockey horse racing	0.4399
709	bt_nllb_arabic	Weight of the front runners in horse racing	0.1882
709	bt_nllb_chinese_yue	The weight of the race car	0.0003
710	-1	Prostate cancer treatments	0.2001
711	-1	Train station security measures	0.0419
711	bt_nllb_french	Safety measures at railway stations	0.0072
711	bt_nllb_german	Safety measures for railway stations	0.0072
711	bt_nllb_russian	Safety measures at railway stations	0.0072
711	bt_nllb_swahili	Safety measures at the train station	0.0
712	-1	Pyramid scheme	0.2003
712	bt_nllb_arabic	The pyramid system	0.0136
712	bt_nllb_swahili	The pyramidal system	0.0136
712	bt_nllb_tamil	The Pyramid Project	0.0078
712	bt_nllb_german	The following is the list of the categories of products	0.0
713	-1	Chesapeake Bay Maryland clean	0.0949
713	bt_nllb_tamil	Chesapeake Bay is Maryland s cleanest	0.0117
713	bt_nllb_persian	Chesapeake Bay Maryland is clear	0.0066
714	-1	License restrictions older drivers	0.0769
714	bt_nllb_malay	Restrictions on older driver s licenses	0.0686
714	bt_nllb_swahili	Restrictions on older driver s licenses	0.0686
714	bt_nllb_russian	Limitations on driving rights for older drivers	0.0477
714	bt_nllb_tamil	Driving license restrictions	0.0268
714	bt_nllb_french	Restrictions on driving licences for older drivers	0.0247
714	bt_nllb_german	Licence restrictions for older drivers	0.0142
714	bt_nllb_chinese_yue	The driver is a restricted driver	0.0116
714	bt_nllb_korean	Restrictions on old driver s licenses	0.0032
715	-1	Schizophrenia drugs	0.0737
715	bt_nllb_german	Schizophrenia medicines	0.0108
715	bt_nllb_malay	Schizophrenia medicines	0.0108
715	bt_nllb_russian	Medicines for schizophrenia	0.0108
715	bt_nllb_tamil	The following table shows the results of the study	0.0009
715	bt_nllb_korean	The cure for psychosis	0.0002
715	bt_nllb_arabic	The cramping medication	0.0
715	bt_nllb_swahili	Medications for mental illness	0.0
716	-1	Spammer arrest sue	0.0532
716	bt_nllb_persian	Spammers got him	0.0118
716	bt_nllb_french	Spammer stopped the prosecution	0.0114
716	bt_nllb_malay	Spammer caught the claim	0.0012
716	bt_nllb_arabic	The race arrest case	0.0
716	bt_nllb_russian	Families of detainees	0.0
717	-1	Gifted talented student programs	0.1056
717	bt_nllb_swahili	Programs for gifted students	0.0993
717	bt_nllb_arabic	Talented student programs	0.0942
717	bt_nllb_french	Programs for talented students	0.0942
717	bt_nllb_korean	A program for talented students	0.0942
717	bt_nllb_malay	Talented student program	0.0942
717	bt_nllb_persian	Talented student programs	0.0942
717	bt_nllb_russian	Program for talented students	0.0942
717	bt_nllb_tamil	Talented student programs	0.0942
717	bt_nllb_german	Talented students	0.0905
717	bt_nllb_chinese_yue	A great student project	0.0
718	-1	Controlling acid rain	0.1113
718	bt_nllb_malay	Managing acid rain	0.0646
718	bt_nllb_korean	How to Control the Waves	0.0
718	bt_nllb_tamil	The water is not so hot	0.0
719	-1	Cruise ship damage sea life	0.0312
719	bt_nllb_arabic	Damage to freighter ships	0.0034
719	bt_nllb_swahili	Ships of the sea destroying marine life	0.0028
719	bt_nllb_tamil	The impact of marine life	0.0
720	-1	Federal welfare reform	0.0556
720	bt_nllb_russian	Federal reform of social security	0.0
721	-1	Census data applications	0.0088
721	bt_nllb_russian	Applications for the population census data	0.0085
721	bt_nllb_chinese_yue	The census data request	0.0045
721	bt_nllb_persian	Request for census data	0.0045
721	bt_nllb_swahili	Request for census data	0.0045
721	bt_nllb_arabic	Requests for statistical data	0.0
721	bt_nllb_malay	Applications for survey data	0.0
722	-1	Iran terrorism	0.2975
722	bt_nllb_arabic	Iranian terrorism	0.278
722	bt_nllb_chinese_yue	Iran s terrorism	0.2653
722	bt_nllb_french	Iran s terrorism	0.2653
722	bt_nllb_malay	Iran s terrorism	0.2653
722	bt_nllb_swahili	Iran s Terrorism	0.2653
722	bt_nllb_tamil	Iran s terrorism	0.2653
723	-1	Executive privilege	0.0901
723	bt_nllb_german	Leadership privileges	0.0001
723	bt_nllb_malay	Executive power	0.0
723	bt_nllb_persian	Executive credit	0.0
723	bt_nllb_swahili	Leadership Freedom	0.0
723	bt_nllb_tamil	The administrative right	0.0
724	-1	Iran Contra	0.1415
724	bt_nllb_chinese_yue	Iranian rebellion	0.0011
724	bt_nllb_korean	The Iranian revolt	0.0007
724	bt_nllb_arabic	Iran counter	0.0
724	bt_nllb_french	Iran against	0.0
724	bt_nllb_persian	Iran is in control	0.0
724	bt_nllb_russian	Iran is a country	0.0
724	bt_nllb_tamil	Iran counter	0.0
725	-1	Low white blood cell count	0.09
725	bt_nllb_swahili	The number of white blood cells is low	0.0528
725	bt_nllb_french	Low white blood cell content	0.0501
725	bt_nllb_arabic	Reduced white blood cell count	0.0394
725	bt_nllb_german	Low blood protein counts	0.0263
725	bt_nllb_tamil	The number of white blooded chickens is low	0.0001
726	-1	Hubble telescope repairs	0.206
727	-1	Church arson	0.3459
727	bt_nllb_arabic	Burn the church	0.3128
727	bt_nllb_chinese_yue	Burn the church	0.3128
727	bt_nllb_korean	The Church Burning	0.3128
727	bt_nllb_malay	Burning the church	0.3128
727	bt_nllb_french	The Church Fire	0.198
727	bt_nllb_german	Church fire	0.198
727	bt_nllb_persian	The church fire	0.198
727	bt_nllb_russian	Fire in the church	0.198
727	bt_nllb_tamil	The Church Fire	0.198
727	bt_nllb_swahili	Lighting a fire in a church	0.0768
728	-1	whales save endangered	0.1226
728	bt_nllb_arabic	The whales protect the endangered	0.1154
728	bt_nllb_chinese_yue	Whales protect endangered animals	0.0931
728	bt_nllb_russian	whales rescue endangered whales	0.089
728	bt_nllb_malay	The whale rescues endangered	0.0651
728	bt_nllb_german	Whales in danger	0.0536
728	bt_nllb_korean	Whales are rescuing endangered animals	0.0449
728	bt_nllb_swahili	whales save those in danger	0.0409
728	bt_nllb_tamil	The whale s life is threatened by the threat of extinction	0.0348
728	bt_nllb_french	wild whales are threatened	0.0273
728	bt_nllb_persian	Whales are a dangerous escape	0.0126
729	-1	Whistle blower department of defense	0.0023
729	bt_nllb_arabic	Signal to defense	0.0
729	bt_nllb_chinese_yue	Alert Defense Department	0.0
729	bt_nllb_french	Department of Defence	0.0
729	bt_nllb_german	The Department of Defence	0.0
729	bt_nllb_malay	Notice of the call from the Department of Defense	0.0
729	bt_nllb_persian	The Department of Defense	0.0
729	bt_nllb_russian	Murder in Response	0.0
729	bt_nllb_tamil	The Vishal Blowers to the Defense Department	0.0
730	-1	Gastric bypass complications	0.4508
730	bt_nllb_swahili	Problems with gastric surgery	0.3127
730	bt_nllb_russian	Conditions of bypass of the stomach	0.1117
730	bt_nllb_persian	The effects of gastric embolism	0.014
730	bt_nllb_german	Complications of the stomach circulation	0.002
730	bt_nllb_chinese_yue	complications of the gastrointestinal tract	0.0012
730	bt_nllb_arabic	The complexities of metal planning	0.0
730	bt_nllb_korean	I have complications of the stomach and urethra	0.0
730	bt_nllb_tamil	The disease of the stomach	0.0
731	-1	Kurds history	0.0203
731	bt_nllb_persian	The history of Kurdistan	0.0081
732	-1	U.S. cheese production	0.0085
732	bt_nllb_german	The production of cheese in the USA	0.008
732	bt_nllb_malay	U S manufacturing of cheese	0.0063
732	bt_nllb_chinese_yue	Made in the US	0.0
732	bt_nllb_tamil	The production of briane in the United States	0.0
733	-1	Airline overbooking	0.2811
733	bt_nllb_arabic	Too many reservations for airlines	0.0316
733	bt_nllb_korean	Airline overhead reservation	0.0134
733	bt_nllb_tamil	Maximum booking by airlines	0.004
733	bt_nllb_russian	Transfer of airlines	0.0
733	bt_nllb_swahili	Passing the space of an airplane	0.0
734	-1	Recycling successes	0.0809
734	bt_nllb_german	Recycling sequence	0.0
734	bt_nllb_malay	Successful Cycles	0.0
734	bt_nllb_russian	Success in Utilization	0.0
734	bt_nllb_swahili	The Success of Order	0.0
735	-1	Afghan women condition	0.0927
735	bt_nllb_german	Afghan women	0.07
735	bt_nllb_russian	The state of Afghan women	0.0516
735	bt_nllb_korean	The state of women in Afghanistan	0.0417
736	-1	location BSE infections	0.1919
736	bt_nllb_swahili	The environment of BSE transmission	0.1774
736	bt_nllb_arabic	Location Beez infection	0.0
736	bt_nllb_french	localisation of infections at the ESB	0.0
737	-1	Enron California energy crisis	0.2743
737	bt_nllb_arabic	The energy crisis in California	0.017
737	bt_nllb_chinese_yue	The energy crisis in California	0.017
737	bt_nllb_russian	The energy crisis in California	0.017
737	bt_nllb_persian	The California Inron Energy Crisis	0.0119
738	-1	Anthrax hoaxes	0.3146
738	bt_nllb_tamil	The Anthrax Lies	0.0254
738	bt_nllb_french	The Lies Against Anthrax	0.0031
738	bt_nllb_german	Counterfeit anthrax	0.0006
738	bt_nllb_korean	The Antrax Trick	0.0002
738	bt_nllb_malay	Antrax is a fraud	0.0002
738	bt_nllb_arabic	Tricks about the Andrax	0.0
738	bt_nllb_chinese_yue	The charcoal fraud	0.0
738	bt_nllb_persian	The tricks of the Anterx	0.0
738	bt_nllb_russian	The Anthrax Deception	0.0
738	bt_nllb_swahili	The Tricks of Anthrax	0.0
739	-1	Habitat for Humanity	0.0382
739	bt_nllb_chinese_yue	The human home	0.003
739	bt_nllb_arabic	The home of mankind	0.0
739	bt_nllb_french	A Home for Mankind	0.0
739	bt_nllb_german	A Home for Mankind	0.0
739	bt_nllb_korean	The Residence for Mankind	0.0
739	bt_nllb_russian	A Dwelling Place for Mankind	0.0
739	bt_nllb_swahili	The Place of Human Dwelling	0.0
739	bt_nllb_tamil	The Bible says that the earth is the home of the living God	0.0
740	-1	regulate assisted living Maryland	0.1694
740	bt_nllb_russian	regulate aid to residents of Maryland	0.0327
740	bt_nllb_swahili	control support live in maryland	0.0254
740	bt_nllb_arabic	Living aid in Maryland	0.0246
740	bt_nllb_chinese_yue	I m a life coach in Maryland	0.0
740	bt_nllb_malay	Organizing life support in Maryland	0.0
740	bt_nllb_persian	Set up a helping life in Maryland	0.0
740	bt_nllb_tamil	The following is a list of some of the most common types of cancer in the United States	0.0
741	-1	Artificial Intelligence	0.025
741	bt_nllb_chinese_yue	AI is the answer	0.0001
741	bt_nllb_korean	AI	0.0001
741	bt_nllb_persian	The AI	0.0001
741	bt_nllb_swahili	A Craftsman s Mind	0.0
742	-1	hedge funds fraud protection	0.2041
742	bt_nllb_french	protection against fraud of investment funds	0.0133
742	bt_nllb_arabic	Securities fraud protection	0.0
742	bt_nllb_chinese_yue	The protection of pension funds	0.0
743	-1	Freighter ship registration	0.0147
743	bt_nllb_russian	Registration of cargo vessels	0.0076
743	bt_nllb_malay	Registering of cargo vessels	0.0035
743	bt_nllb_korean	Registering the freighter	0.0009
743	bt_nllb_tamil	Freight shipping registration	0.0007
743	bt_nllb_arabic	Record of shipping	0.0
743	bt_nllb_german	Registration of freight vehicles	0.0
743	bt_nllb_swahili	Register of freight ships	0.0
744	-1	Counterfeit ID punishments	0.0
745	-1	Doomsday cults	0.4984
745	bt_nllb_arabic	The Day of Judgment cult	0.0261
745	bt_nllb_russian	The Day of Judgment cult	0.0261
745	bt_nllb_chinese_yue	The cult of the last days	0.0207
745	bt_nllb_french	The cults of the Last Judgment Day	0.0202
745	bt_nllb_german	The Meaning of the Hereafter	0.0
745	bt_nllb_korean	The Day of Judgment	0.0
745	bt_nllb_malay	Religions of the Last Days	0.0
745	bt_nllb_persian	The worship of the Day of Resurrection	0.0
745	bt_nllb_swahili	Religions of Judgment Day	0.0
745	bt_nllb_tamil	The final day of worship	0.0
746	-1	Outsource job India	0.3152
746	bt_nllb_chinese_yue	Get outsourced work in India	0.29
746	bt_nllb_tamil	Outsourced work India	0.2845
746	bt_nllb_arabic	Foreign work of India	0.0189
746	bt_nllb_swahili	Foreign work in India	0.0189
746	bt_nllb_russian	Work in India	0.0134
746	bt_nllb_persian	Jobs outside India	0.0111
746	bt_nllb_french	Employment outside India	0.0004
746	bt_nllb_malay	Employment outside India	0.0004
746	bt_nllb_german	Exploitation of labour in India	0.0002
747	-1	Library computer oversight	0.0552
747	bt_nllb_french	Monitoring of the library computer	0.0254
747	bt_nllb_german	Computer monitoring of libraries	0.0254
747	bt_nllb_malay	Computer monitoring of the library	0.0254
747	bt_nllb_persian	Monitoring the library computer	0.0254
747	bt_nllb_swahili	The management of library computers	0.0062
747	bt_nllb_arabic	Supervise the library on the computer	0.0039
747	bt_nllb_chinese_yue	Library computer control	0.0026
747	bt_nllb_korean	Director of the library computer	0.0014
748	-1	Nuclear reactor types	0.0391
748	bt_nllb_tamil	Types of nuclear power plants	0.0058
748	bt_nllb_chinese_yue	The type of nuclear reaction	0.0035
749	-1	Puerto Rico state	0.1397
749	bt_nllb_korean	Puerto Rico	0.0648
750	-1	John Edwards womens issues	0.0284
750	bt_nllb_arabic	The women s issues of John Edwards	0.0109
750	bt_nllb_korean	John Edwards the women s issue	0.0109
750	bt_nllb_malay	John Edwards women s issues	0.0109
750	bt_nllb_persian	John Edwards on women s issues	0.0109
750	bt_nllb_russian	John Edwards women s issues	0.0109
750	bt_nllb_tamil	John Edwards women s issues	0.0109
750	bt_nllb_french	John Edwards women s problems	0.0107
750	bt_nllb_swahili	John Edwards Matters of Women	0.0029
750	bt_nllb_chinese_yue	John Edwards is a woman s issue	0.0
750	bt_nllb_german	The Commission has also adopted a number of proposals	0.0
751	-1	Scrabble Players	0.2139
751	bt_nllb_chinese_yue	Players	0.0
751	bt_nllb_german	Scrabblers	0.0
751	bt_nllb_persian	The Scribell players	0.0
752	-1	Dam removal	0.2294
752	bt_nllb_korean	Remove the drain	0.0015
752	bt_nllb_chinese_yue	It was demolished	0.0
753	-1	bullying prevention programs	0.2582
753	bt_nllb_arabic	Prevention of bullying	0.2011
753	bt_nllb_tamil	Prevention of bullying	0.2011
753	bt_nllb_french	the prevention of bullying programmes	0.0994
753	bt_nllb_persian	The program is designed to prevent harassment	0.0029
753	bt_nllb_swahili	measures to prevent oppression	0.0007
753	bt_nllb_german	The Commission has also adopted a number of measures to combat the situation in the Member States	0.0
754	-1	domestic adoption laws	0.0258
754	bt_nllb_french	national laws on adoption	0.01
754	bt_nllb_german	National adoption laws	0.01
754	bt_nllb_russian	national laws on adoption	0.01
754	bt_nllb_chinese_yue	The National Adoption Act	0.005
754	bt_nllb_tamil	The adoption laws are the same as the national laws	0.0044
754	bt_nllb_korean	Adoption laws in the country	0.0041
754	bt_nllb_persian	The rules of domestic adoption	0.003
754	bt_nllb_arabic	Local adoption laws	0.0001
755	-1	Scottish Highland Games	0.4493
755	bt_nllb_chinese_yue	Scottish Highland Movement	0.1412
755	bt_nllb_russian	Scottish skiing games	0.1147
755	bt_nllb_malay	Highland Scotland game	0.1029
756	-1	Volcanic Activity	0.0647
757	-1	Murals	0.045
757	bt_nllb_arabic	Wall paintings	0.0003
757	bt_nllb_chinese_yue	Wall paintings	0.0003
757	bt_nllb_french	Wall paintings	0.0003
757	bt_nllb_german	Wall paintings	0.0003
757	bt_nllb_malay	Wall painting	0.0003
757	bt_nllb_persian	Wall paintings	0.0003
757	bt_nllb_tamil	Wall paintings	0.0003
757	bt_nllb_russian	The walls	0.0
757	bt_nllb_swahili	Flowers	0.0
758	-1	Embryonic stem cells	0.1943
758	bt_nllb_malay	The embryo s stem cells	0.1471
758	bt_nllb_swahili	The embryos of the blood cell	0.0546
758	bt_nllb_tamil	The molecules of the embryo	0.0001
758	bt_nllb_german	The following information is provided for in the Annex to this Regulation	0.0
759	-1	civil war battle reenactments	0.17
759	bt_nllb_korean	A reenactment of the Civil War	0.0944
759	bt_nllb_german	Repeats of civil war	0.0022
759	bt_nllb_chinese_yue	The Civil War is happening again	0.0016
759	bt_nllb_arabic	The battles of the Civil War	0.0005
759	bt_nllb_french	recreation of civil war battles	0.0005
759	bt_nllb_persian	Civil War actors	0.0003
759	bt_nllb_russian	Reproduction of the Civil War	0.0003
759	bt_nllb_tamil	The Civil War Revived the Wars	0.0003
759	bt_nllb_malay	Resistance to the Civil War	0.0
759	bt_nllb_swahili	Exhibits of civil war	0.0
760	-1	american muslim mosques schools	0.1189
760	bt_nllb_chinese_yue	Muslim Mosque Schools in the United States	0.0902
760	bt_nllb_swahili	American Muslim Masjid school	0.0824
760	bt_nllb_french	Muslim mosques in the US schools	0.0453
760	bt_nllb_korean	The Islamic Social School of America	0.0298
761	-1	Problems of Hmong Immigrants	0.2256
761	bt_nllb_persian	The problems of the Hmong migrants	0.0384
761	bt_nllb_russian	The problems of immigrants Mongs	0.0138
761	bt_nllb_chinese_yue	The issue of immigration	0.0002
761	bt_nllb_arabic	The problems of the Mongol immigrants	0.0
762	-1	History of Physicians in America	0.0071
762	bt_nllb_arabic	The history of doctors in America	0.0002
762	bt_nllb_french	The history of doctors in America	0.0002
762	bt_nllb_german	The History of Doctors in America	0.0002
762	bt_nllb_malay	The History of the Doctor in America	0.0002
762	bt_nllb_russian	The history of doctors in America	0.0002
762	bt_nllb_chinese_yue	The history of doctors in the United States	0.0
762	bt_nllb_korean	The history of doctors in the United States	0.0
762	bt_nllb_persian	The history of doctors in the United States	0.0
762	bt_nllb_swahili	The History of Doctors in the United States	0.0
762	bt_nllb_tamil	The history of doctors in the United States	0.0
763	-1	Hunting deaths	0.046
763	bt_nllb_malay	The death of the hunter	0.0341
763	bt_nllb_swahili	The Death of Hunters	0.0341
763	bt_nllb_arabic	The deaths from hunting	0.0336
763	bt_nllb_korean	Deaths from Hunting	0.0336
763	bt_nllb_russian	Death from Hunting	0.0336
763	bt_nllb_german	The number of deaths in hunting	0.0032
763	bt_nllb_chinese_yue	The hunt is dead	0.0012
763	bt_nllb_tamil	The deaths of poachers	0.0003
764	-1	Increase mass transit use	0.0479
764	bt_nllb_russian	Increasing the use of mass transport	0.0106
764	bt_nllb_arabic	Increased use of public transport	0.0062
764	bt_nllb_chinese_yue	Increased use of public transportation	0.0062
764	bt_nllb_french	Increased use of public transport	0.0062
764	bt_nllb_korean	Increase the use of public transportation	0.0062
764	bt_nllb_malay	Increasing use of public transport	0.0062
764	bt_nllb_persian	Increased use of public transport	0.0062
764	bt_nllb_swahili	Increase the use of public transportation	0.0062
764	bt_nllb_tamil	Increasing the use of public transport	0.0062
764	bt_nllb_german	The Commission has also adopted a number of proposals for a new directive on the protection of workers rights	0.0
765	-1	ephedra ma huang deaths	0.2742
765	bt_nllb_french	Ephedra Ma Huang has died	0.225
765	bt_nllb_tamil	Ephedra Ma Huang died	0.1925
765	bt_nllb_swahili	Ephedra Ma Huang is dead	0.1785
765	bt_nllb_korean	The death of Ephdrow Ma Huang	0.1166
765	bt_nllb_russian	Ma Huang s death	0.1049
765	bt_nllb_arabic	The death of Efedra Ma Huang	0.0628
765	bt_nllb_malay	Efedra Ma Huang is dead	0.007
765	bt_nllb_persian	The death of our father Huang	0.0006
765	bt_nllb_german	The Commission has also adopted a number of measures to combat the spread of the virus	0.0
766	-1	diamond smuggling	0.2857
766	bt_nllb_malay	The diamond trade	0.2818
766	bt_nllb_swahili	The sale of diamonds	0.0476
766	bt_nllb_korean	The diamond smuggler	0.0367
767	-1	Pharmacist License requirements	0.134
767	bt_nllb_chinese_yue	A pharmacist s license is required	0.1223
767	bt_nllb_russian	Requirements for pharmacist s license	0.1223
767	bt_nllb_tamil	Pharmacy license requirements	0.0963
767	bt_nllb_arabic	The requirements for pharmacy licensure	0.0606
767	bt_nllb_malay	Licensing requirements for pharmaceuticals	0.0181
767	bt_nllb_persian	The conditions of the pharmaceutical license	0.0042
767	bt_nllb_french	Requirements for a pharmacist s licence	0.0007
767	bt_nllb_german	Requirements for the licence of a pharmacist	0.0001
767	bt_nllb_korean	Licensing requirements	0.0001
767	bt_nllb_swahili	License Requirements for Medicinal Products	0.0
768	-1	Women in state legislatures	0.0908
768	bt_nllb_korean	A woman in the State House of Representatives	0.014
768	bt_nllb_french	Women in state legislation	0.0101
768	bt_nllb_tamil	Women in state assemblies	0.0084
768	bt_nllb_russian	Women in the legislative bodies of the States	0.0025
768	bt_nllb_malay	Women in state law	0.0015
768	bt_nllb_arabic	Women in the legislative provinces	0.0
768	bt_nllb_swahili	Women in the state parliament	0.0
769	-1	Kroll Associates Employees	0.0046
769	bt_nllb_tamil	The staff of Kroll Associates	0.0037
769	bt_nllb_arabic	The staff associates	0.0
769	bt_nllb_chinese_yue	I work for Crowl	0.0
769	bt_nllb_korean	Crowl Co op staff	0.0
769	bt_nllb_persian	Crowley s staff	0.0
770	-1	Kyrgyzstan-United States relations	0.1142
770	bt_nllb_chinese_yue	Kyrgyzstan s relations with the United States	0.1047
770	bt_nllb_arabic	Kyrgyzstan U S relations	0.0184
770	bt_nllb_malay	Kyrgyzstan U S relations	0.0184
770	bt_nllb_tamil	The Kyrgyz American relations	0.0123
771	-1	deformed leopard frogs	0.3091
771	bt_nllb_swahili	Defective leopards	0.0439
771	bt_nllb_persian	Leopard frogs are perverse	0.0402
771	bt_nllb_malay	A defective lion frog	0.0041
771	bt_nllb_korean	A modified tiger frog	0.0011
771	bt_nllb_arabic	The turning tiger frogs	0.0007
771	bt_nllb_chinese_yue	It s deformed	0.0
771	bt_nllb_tamil	The red colored lion frog	0.0
772	-1	flag display rules	0.2408
772	bt_nllb_arabic	The rules of flagging	0.0441
772	bt_nllb_swahili	rules for flags	0.0441
772	bt_nllb_chinese_yue	The flag shows the rules	0.0228
772	bt_nllb_malay	the rules of appearance of the flag	0.0204
772	bt_nllb_korean	Flag sign rules	0.0117
773	-1	Pennsylvania slot machine gambling	0.4615
773	bt_nllb_persian	Playing in the Pennsylvania slot machine	0.4077
773	bt_nllb_chinese_yue	Gambling in Pennsylvania	0.3689
